,Title,US_Gross,Worldwide_Gross,Production_Budget,Distributor,Release_Year
1811,"Goodbye, Lenin!",4063859.0,79316616.0,6400000.0,Sony Pictures Classics,2004
1812,Good Boy!,37667746.0,45312217.0,17000000.0,MGM,2003
1813,Gods and Generals,12882934.0,12923936.0,55000000.0,Warner Bros.,2003
1814,The Good German,1308696.0,1308696.0,32000000.0,Warner Bros.,2006
1815,Gods and Monsters,6451628.0,6451628.0,3500000.0,Lionsgate,1998
1816,The Good Night,22441.0,22441.0,15000000.0,Sony Pictures,2007
1817,The Good Thief,3517797.0,3517797.0,30000000.0,Fox Searchlight,2003
1819,Gerry,254683.0,254683.0,7000000.0,ThinkFilm,2003
1820,G-Force,119436770.0,287389685.0,82500000.0,Walt Disney Pictures,2009
1821,Gridiron Gang,38432823.0,41480851.0,30000000.0,Sony Pictures,2006
1822,The Good Girl,14018296.0,15976468.0,8000000.0,Fox Searchlight,2002
1823,Ghost Ship,30113491.0,68349884.0,20000000.0,Warner Bros.,2002
1824,Ghosts of Mississippi,13052741.0,13052741.0,36000000.0,Sony Pictures,1996
1825,The Glass House,17951431.0,22861785.0,22000000.0,Sony Pictures,2001
1826,Ghost Rider,115802596.0,237702596.0,120000000.0,Sony Pictures,2007
1827,Ghost Town,13252641.0,26612350.0,20000000.0,Paramount Pictures,2008
1828,The Gift,12008642.0,44567606.0,10000000.0,Paramount Vantage,2000
1829,Gigli,6087542.0,7266209.0,54000000.0,Sony Pictures,2003
1830,G.I.Jane,48169156.0,48169156.0,50000000.0,Walt Disney Pictures,1997
1831,G.I. Joe: The Rise of Cobra,150201498.0,302469019.0,175000000.0,Paramount Pictures,2009
1832,"Girl, Interrupted",28871190.0,28871190.0,24000000.0,Sony Pictures,1999
1833,Gladiator,187683805.0,457683805.0,103000000.0,Sony Pictures,2000
1834,Glitter,4273372.0,4273372.0,8500000.0,20th Century Fox,2001
1835,Gloria,4167493.0,4967493.0,30000000.0,Sony Pictures,1999
1836,Good Luck Chuck,35017297.0,59183821.0,25000000.0,Lionsgate,2007
1837,John Carpenter's Ghosts of Mars,8434601.0,8434601.0,28000000.0,Screen Media Films,2001
1838,The Green Mile,136801374.0,286601374.0,60000000.0,Warner Bros.,1999
1839,The Game of Their Lives,375474.0,375474.0,20000000.0,IFC Films,2005
1840,"Gandhi, My Father",240425.0,1375194.0,5000000.0,Eros Entertainment,2007
1841,Good Night and Good Luck,31501218.0,54601218.0,7000000.0,Warner Independent,2005
1842,The General's Daughter,102705852.0,149705852.0,60000000.0,Paramount Pictures,1999
1843,Gun Shy,1638202.0,1638202.0,10000000.0,Walt Disney Pictures,2000
1844,Go!,16875273.0,28383441.0,6500000.0,Sony Pictures,1999
1845,Goal!,4283255.0,27610873.0,33000000.0,Walt Disney Pictures,2006
1846,Godzilla 2000,10037390.0,10037390.0,1000000.0,Sony Pictures,2000
1847,Godsend,14334645.0,16910708.0,30000000.0,Lionsgate,2004
1848,Godzilla,136314294.0,376000000.0,125000000.0,Sony Pictures,1998
1851,Good,27276.0,27276.0,16000000.0,ThinkFilm,2008
1852,Good Will Hunting,138433435.0,225933435.0,10000000.0,Miramax,1987
1853,Gosford Park,41300105.0,41300105.0,18000000.0,USA Films,2001
1854,Gossip,5108820.0,12591270.0,14000000.0,Warner Bros.,2000
1855,The Game Plan,90648202.0,147914546.0,22000000.0,Walt Disney Pictures,2007
1856,Girl with a Pearl Earring,11634362.0,22106210.0,12000000.0,Lionsgate,2003
1857,Galaxy Quest,71423726.0,90523726.0,45000000.0,Dreamworks SKG,1999
1858,Saving Grace,12178602.0,24325623.0,4000000.0,Fine Line,2000
1859,Gracie,2956339.0,3036736.0,9000000.0,Picturehouse,2007
1860,The Great Raid,10166502.0,10597070.0,60000000.0,Miramax,2005
1861,The Grand,115879.0,115879.0,3000000.0,Anchor Bay Entertainment,2008
1862,The Constant Gardener,33579798.0,81079798.0,25500000.0,Focus Features,2005
1863,Garden State,26782316.0,32381151.0,2500000.0,Fox Searchlight,2004
1865,Green Zone,35053660.0,84788541.0,100000000.0,Universal,2010
1866,George Of The Jungle,105263257.0,174463257.0,55000000.0,Walt Disney Pictures,1997
1867,The Brothers Grimm,37899638.0,105299638.0,80000000.0,Miramax/Dimension,2005
1868,The Girl Next Door,14589444.0,18589444.0,25000000.0,20th Century Fox,2004
1869,How the Grinch Stole Christmas,260044825.0,345141403.0,123000000.0,Universal,2000
1870,Grindhouse,25031037.0,50187789.0,53000000.0,Weinstein/Dimension,2007
1871,Get Rich or Die Tryin',30981850.0,46437122.0,40000000.0,Paramount Pictures,2005
1872,Wallace & Gromit: The Curse of the Were-Rabbit,56068547.0,185724838.0,30000000.0,Dreamworks SKG,2005
1874,Grosse Point Blank,28084357.0,28084357.0,15000000.0,Walt Disney Pictures,1997
1875,The Grudge 2,39143839.0,68643839.0,20000000.0,Sony Pictures,2006
1876,The Grudge,110359362.0,187281115.0,10000000.0,Sony Pictures,2004
1877,Grown Ups,161094625.0,250294625.0,75000000.0,Sony Pictures,2010
1878,Ghost Dog: Way of the Samurai,3330230.0,6030230.0,2000000.0,Artisan,2000
1879,Guess Who,68915888.0,102115888.0,35000000.0,Sony Pictures,2005
1880,Get Carter,14967182.0,19417182.0,40000000.0,Warner Bros.,2000
1881,Get Over It,11560259.0,11560259.0,10000000.0,Miramax,2001
1882,Veronica Guerin,1569918.0,9438074.0,17000000.0,Walt Disney Pictures,2003
1883,The Guru,3051221.0,23788368.0,11000000.0,Universal,2003
1884,A Guy Thing,15543862.0,17430594.0,20000000.0,MGM,2003
1885,Ghost World,6217849.0,8764007.0,5500000.0,MGM,2001
1886,Halloween 2,33392973.0,38512850.0,15000000.0,Weinstein/Dimension,2009
1887,Hairspray,118823091.0,202823091.0,75000000.0,New Line,2007
1888,Half Baked,17394881.0,17394881.0,8000000.0,Universal,1998
1889,Hamlet,4501094.0,7129670.0,18000000.0,Sony Pictures,1996
1890,Hamlet,1577287.0,2288841.0,2000000.0,Miramax,2000
1892,Hancock,227946274.0,624346274.0,150000000.0,Sony Pictures,2008
1893,Happily N'Ever After,15849032.0,38344430.0,47000000.0,Lionsgate,2007
1894,The Happening,64506874.0,163403799.0,60000000.0,20th Century Fox,2008
1895,"Happy, Texas",2039192.0,2039192.0,1700000.0,Miramax,1999
1897,Harsh Times,3337931.0,5963961.0,2000000.0,MGM,2006
1899,Harry Brown,1818681.0,6294140.0,7300000.0,Samuel Goldwyn Films,2010
1900,The House Bunny,48237389.0,70237389.0,25000000.0,Sony Pictures,2008
1901,The Devil's Rejects,17044981.0,20940428.0,7000000.0,Lionsgate,2005
1902,"House of 1,000 Corpses",12634962.0,16829545.0,7000000.0,Lionsgate,2003
1903,The House of the Dead,10199354.0,13767816.0,7000000.0,Artisan,2003
1904,Hidalgo,67286731.0,107336658.0,78000000.0,Walt Disney Pictures,2004
1905,Hide and Seek,51100486.0,123100486.0,25000000.0,20th Century Fox,2005
1906,Hoodwinked,51386611.0,110011106.0,17500000.0,Weinstein Co.,2005
1908,Head of State,37788228.0,38283765.0,35200000.0,Dreamworks SKG,2003
1909,Hedwig and the Angry Inch,3067312.0,3643900.0,6000000.0,Fine Line,2001
1910,Pooh's Heffalump Movie,18098433.0,52858433.0,20000000.0,Walt Disney Pictures,2005
1911,He Got Game,21567853.0,21567853.0,25000000.0,Walt Disney Pictures,1998
1912,Heist,23483357.0,28483168.0,35000000.0,New Line,2001
1913,Hellboy 2: The Golden Army,75986503.0,160388063.0,82500000.0,Universal,2008
1914,Hellboy,59623958.0,99823958.0,60000000.0,Sony Pictures,2004
1915,Raising Helen,37485528.0,43340302.0,50000000.0,Walt Disney Pictures,2004
1916,A Home at the End of the World,1029017.0,1033810.0,6500000.0,Warner Independent,2004
1917,Jet Li's Hero,53652140.0,177352140.0,17000000.0,Miramax,2004
1918,Here on Earth,10494147.0,10845127.0,15000000.0,20th Century Fox,2000
1919,House of Flying Daggers,11050094.0,92863945.0,12000000.0,Sony Pictures Classics,2004
1920,Head Over Heels,10397365.0,10397365.0,14000000.0,Universal,2001
1921,The Haunting,91188905.0,180188905.0,80000000.0,Dreamworks SKG,1999
1922,High Crimes,41543207.0,63781100.0,42000000.0,20th Century Fox,2002
1923,High Fidelity,27277055.0,47881663.0,20000000.0,Walt Disney Pictures,2000
1924,Highlander: Endgame,12801190.0,12801190.0,15000000.0,Miramax/Dimension,2000
1925,High Heels and Low Lifes,226792.0,226792.0,10000000.0,Walt Disney Pictures,2001
1926,High School Musical 3: Senior Year,90556401.0,251056401.0,11000000.0,Walt Disney Pictures,2008
1927,The History Boys,2730296.0,13425589.0,3700000.0,Fox Searchlight,2006
1928,A History of Violence,31493782.0,59993782.0,32000000.0,New Line,2005
1929,Hitch,177784257.0,366784257.0,55000000.0,Sony Pictures,2005
1930,Hitman,39687694.0,99965792.0,17500000.0,20th Century Fox,2007
1931,Harold & Kumar Escape from Guantanamo Bay,38108728.0,43231984.0,12000000.0,Warner Bros.,2008
1932,Harold & Kumar Go to White Castle,18225165.0,18225165.0,9000000.0,New Line,2004
1933,Held Up,4714090.0,4714090.0,8000000.0,Trimark,2000
1934,The Hills Have Eyes II,20804166.0,37466538.0,15000000.0,20th Century Fox,2007
1935,The Hills Have Eyes,41778863.0,69623713.0,17000000.0,Fox Searchlight,2006
1936,How to Lose Friends & Alienate People,2775593.0,12031443.0,28000000.0,MGM,2008
1937,Half Past Dead,15567860.0,19233280.0,25000000.0,Sony Pictures,2002
1938,Halloween: H2O,55041738.0,55041738.0,17000000.0,Miramax,1998
1939,Halloween: Resurrection,30259652.0,37659652.0,15000000.0,Miramax/Dimension,2002
1940,Holy Man,12069719.0,12069719.0,60000000.0,Walt Disney Pictures,1998
1941,Milk,31841299.0,50164027.0,20000000.0,Focus Features,2008
1942,Hamlet 2,4886216.0,4898285.0,9000000.0,Focus Features,2008
1943,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,65281781.0,71281781.0,6500000.0,Walt Disney Pictures,2008
1944,Home on the Range,50026353.0,76482461.0,110000000.0,Walt Disney Pictures,2004
1945,Hannibal Rising,27669725.0,80583311.0,50000000.0,Weinstein Co.,2007
1946,The Hangover,277322503.0,465132119.0,35000000.0,Warner Bros.,2009
1947,Hanging Up,36037909.0,51867723.0,40000000.0,Sony Pictures,2000
1948,The Hoax,7164995.0,7164995.0,25000000.0,Walt Disney Pictures,2007
1949,Holes,67383924.0,72383924.0,20000000.0,Walt Disney Pictures,2003
1950,The Holiday,63280000.0,205190324.0,85000000.0,Sony Pictures,2006
1951,Hollow Man,73209340.0,191200000.0,90000000.0,Sony Pictures,2000
1952,Holy Girl,304124.0,1261792.0,1400000.0,Fine Line,2005
1953,Home Fries,10513979.0,10513979.0,15000000.0,Warner Bros.,1998
1954,Honey,30272254.0,62192232.0,18000000.0,Universal,2003
1955,The Honeymooners,12834849.0,13174426.0,27000000.0,Paramount Pictures,2005
1956,Hoot,8117637.0,8224998.0,15000000.0,New Line,2006
1957,Hope Floats,60110313.0,81529000.0,30000000.0,20th Century Fox,1998
1958,Horton Hears a Who,154529439.0,297133947.0,85000000.0,20th Century Fox,2008
1959,Hostel: Part II,17544812.0,33606409.0,7500000.0,Lionsgate,2007
1960,Hostage,34636443.0,77636443.0,75000000.0,Miramax,2005
1961,Hostel,47326473.0,80578934.0,4800000.0,Lionsgate,2006
1962,Hot Rod,13938332.0,14334401.0,25000000.0,Paramount Pictures,2007
1963,The Hours,41675994.0,108775994.0,25000000.0,Paramount Pictures,2002
1964,Life as a House,15652637.0,23889158.0,18000000.0,New Line,2001
1965,Bringing Down the House,132675402.0,164675402.0,20000000.0,Walt Disney Pictures,2003
1966,House of Wax,32064800.0,70064800.0,35000000.0,Warner Bros.,2005
1967,How to Deal,14108518.0,14108518.0,16000000.0,New Line,2003
1968,How High,31155435.0,31260435.0,12000000.0,Universal,2001
1969,Def Jam's How To Be a Player,14010363.0,14010363.0,12000000.0,Gramercy,1997
1970,Harry Potter and the Chamber of Secrets,261987880.0,878987880.0,100000000.0,Warner Bros.,2002
1971,Harry Potter and the Prisoner of Azkaban,249538952.0,795538952.0,130000000.0,Warner Bros.,2004
1972,Harry Potter and the Goblet of Fire,290013036.0,896013036.0,150000000.0,Warner Bros.,2005
1973,Harry Potter and the Order of the Phoenix,292004738.0,938468864.0,150000000.0,Warner Bros.,2007
1974,Harry Potter and the Half-Blood Prince,301959197.0,937499905.0,250000000.0,Warner Bros.,2009
1975,Harry Potter and the Sorcerer's Stone,317557891.0,976457891.0,125000000.0,Warner Bros.,2001
1976,Happy Feet,198000317.0,385000317.0,85000000.0,Warner Bros.,2006
1977,Hercules,99112101.0,250700000.0,70000000.0,Walt Disney Pictures,1997
1978,Hardball,40222729.0,44102389.0,21000000.0,Paramount Pictures,2001
1979,Hard Rain,19870567.0,19870567.0,70000000.0,Paramount Pictures,1998
1980,The Horse Whisperer,75383563.0,75383563.0,60000000.0,Walt Disney Pictures,1998
1982,Casa de Areia,539285.0,1178175.0,3750000.0,Sony Pictures Classics,2006
1983,Sorority Row,11965282.0,26735797.0,12500000.0,Summit Entertainment,2009
1984,Hart's War,19076815.0,33076815.0,70000000.0,MGM,2002
1985,The Hitchhiker's Guide to the Galaxy,51019112.0,104019112.0,45000000.0,Walt Disney Pictures,2005
1986,High Tension,3681066.0,5208449.0,2850000.0,Lionsgate,2005
1987,Hot Fuzz,23618786.0,79197493.0,16000000.0,Focus Features,2007
1988,Human Traffic,104257.0,5422740.0,3300000.0,Miramax,2000
1989,How to Train Your Dragon,217581231.0,491581231.0,165000000.0,Paramount Pictures,2010
1990,I Heart Huckabees,12784713.0,14584713.0,22000000.0,Fox Searchlight,2004
1991,Hulk,132177234.0,245360480.0,137000000.0,Universal,2003
1992,The Incredible Hulk,134806913.0,263349257.0,137500000.0,Universal,2008
1993,The Hunchback of Notre Dame,100138851.0,325500000.0,100000000.0,Walt Disney Pictures,1996
1994,The Hunted,34234008.0,45016494.0,55000000.0,Paramount Pictures,2003
1996,The Hurt Locker,14700000.0,44468574.0,15000000.0,Summit Entertainment,2009
1997,Hustle & Flow,22202809.0,23563727.0,2800000.0,Paramount Vantage,2005
1998,Starsky & Hutch,88200225.0,170200225.0,60000000.0,Warner Bros.,2004
1999,Hollywood Ending,4839383.0,14839383.0,16000000.0,Dreamworks SKG,2002
2000,Hollywood Homicide,30207785.0,51107785.0,75000000.0,Sony/Columbia,2003
2001,Whatever it Takes,8735529.0,8735529.0,15000000.0,Sony Pictures,2000
2002,Ice Age: The Meltdown,195330621.0,651899282.0,75000000.0,20th Century Fox,2006
2003,Ice Age: Dawn of the Dinosaurs,196573705.0,886685941.0,90000000.0,20th Century Fox,2009
2004,Ice Age,176387405.0,383257136.0,65000000.0,20th Century Fox,2002
2005,Ice Princess,24381334.0,25732334.0,25000000.0,Walt Disney Pictures,2005
2006,The Ice Storm,8038061.0,16011975.0,18000000.0,Fox Searchlight,1997
2008,Identity,52131264.0,90231264.0,28000000.0,Sony Pictures,2003
2009,An Ideal Husband,18542974.0,18542974.0,10700000.0,Miramax,1999
2010,Idlewild,12669914.0,12669914.0,15000000.0,Universal,2006
2011,Igby Goes Down,4777465.0,4777465.0,9000000.0,MGM,2002
2012,Igor,19528188.0,26608350.0,30000000.0,MGM,2008
2013,I Got the Hook-Up!,10317779.0,10317779.0,3500000.0,Miramax,1998
2014,Idle Hands,4023741.0,4023741.0,15000000.0,Sony Pictures,1999
2015,Imaginary Heroes,228524.0,290875.0,10000000.0,Sony Pictures Classics,2004
2016,I Still Know What You Did Last Summer,40020622.0,40020622.0,24000000.0,Sony Pictures,1998
2017,I Know What You Did Last Summer,72250091.0,125250091.0,17000000.0,Sony Pictures,1997
2018,"I Love You, Beth Cooper",14800725.0,16382538.0,18000000.0,20th Century Fox,2009
2019,The Illusionist,39868642.0,84276175.0,16500000.0,Yari Film Group Releasing,2006
2020,But I'm a Cheerleader,2205627.0,2595216.0,1200000.0,Lionsgate,2000
2021,The Imaginarium of Doctor Parnassus,7689458.0,58692979.0,30000000.0,Sony Pictures Classics,2009
2022,Imagine Me & You,672243.0,972243.0,7900000.0,Fox Searchlight,2006
2023,Imagine That,16123323.0,16123323.0,55000000.0,Paramount Pictures,2009
2024,Impostor,6114237.0,6114237.0,40000000.0,Miramax,2002
2025,Inception,285630280.0,753830280.0,160000000.0,Warner Bros.,2010
2026,In the Cut,4717455.0,23693646.0,12000000.0,Sony Pictures,2003
2027,In Too Deep,14026509.0,14026509.0,7000000.0,Gramercy,1999
2028,IndigËnes,320700.0,6877936.0,18900000.0,Weinstein Co.,2006
2029,Indiana Jones and the Kingdom of the Crystal Skull,317023851.0,786558145.0,185000000.0,Paramount Pictures,2008
2030,In Dreams,12017369.0,12017369.0,30000000.0,Dreamworks SKG,1999
2031,Infamous,1151330.0,2613717.0,13000000.0,Warner Independent,2006
2032,The Informant,33316821.0,41771168.0,22000000.0,Warner Bros.,2009
2033,The Informers,315000.0,315000.0,18000000.0,Senator Entertainment,2009
2034,Inkheart,17303424.0,58051454.0,60000000.0,Warner Bros.,2009
2035,In & Out,63826569.0,83226569.0,35000000.0,Paramount Pictures,1997
2036,I Now Pronounce You Chuck and Larry,119725280.0,185708462.0,85000000.0,Universal,2007
2037,Inside Man,88634237.0,184634237.0,50000000.0,Universal,2006
2038,The Insider,28965197.0,60265197.0,68000000.0,Walt Disney Pictures,1999
2039,Insomnia,67263182.0,113622499.0,46000000.0,Warner Bros.,2002
2040,Inspector Gadget,97387965.0,97387965.0,75000000.0,Walt Disney Pictures,1999
2041,Instinct,34105207.0,34105207.0,55000000.0,Walt Disney Pictures,1999
2042,The Invention of Lying,18451251.0,32679264.0,18500000.0,Warner Bros.,2009
2043,The Invasion,15074191.0,40147042.0,80000000.0,Warner Bros.,2007
2044,Ira and Abby,221096.0,221096.0,3500000.0,Magnolia Pictures,2007
2045,"I, Robot",144801023.0,348601023.0,105000000.0,20th Century Fox,2004
2046,Iron Man 2,312128345.0,622128345.0,170000000.0,Paramount Pictures,2010
2047,Iron Man,318604126.0,582604126.0,186000000.0,Paramount Pictures,2008
2048,The Iron Giant,23159305.0,31333917.0,50000000.0,Warner Bros.,1999
2049,Obsluhoval jsem anglickÈho kr·le,617228.0,7174984.0,4900000.0,Sony Pictures Classics,2008
2050,The Island,35818913.0,163018913.0,120000000.0,Dreamworks SKG,2005
2051,Isn't She Great,2954405.0,2954405.0,36000000.0,Universal,2000
2052,I Spy,33561137.0,33561137.0,70000000.0,Sony Pictures,2002
2053,The Italian Job,106126012.0,175826012.0,60000000.0,Paramount Pictures,2003
2054,I Think I Love My Wife,12559771.0,13205411.0,14000000.0,Fox Searchlight,2007
2055,Jack Frost,34645374.0,34645374.0,50000000.0,Warner Bros.,1998
2056,Jackie Brown,39673162.0,72673162.0,12000000.0,Miramax,1997
2057,The Jackal,54956941.0,159356941.0,60000000.0,Universal,1997
2058,The Jacket,6301131.0,15452978.0,28500000.0,Warner Independent,2005
2059,Jakob the Liar,4956401.0,4956401.0,15000000.0,Sony Pictures,1999
2060,Jarhead,62647540.0,96947540.0,72000000.0,Universal,2005
2061,Jawbreaker,3076820.0,3076820.0,3000000.0,Sony Pictures,1999
2062,The World is Not Enough,126930660.0,361730660.0,135000000.0,MGM,1999
2063,Die Another Day,160942139.0,431942139.0,142000000.0,MGM,2002
2064,Casino Royale,167365000.0,596365000.0,102000000.0,Sony Pictures,2006
2065,Quantum of Solace,169368427.0,576368427.0,230000000.0,Sony Pictures,2008
2066,Jennifer's Body,16204793.0,32832166.0,16000000.0,20th Century Fox,2009
2067,Jackass: Number Two,72778712.0,83578712.0,11000000.0,Paramount Pictures,2006
2068,Jackass: The Movie,64282312.0,75466905.0,5000000.0,Paramount Pictures,2002
2069,Journey to the Center of the Earth,101704370.0,240904370.0,45000000.0,Warner Bros.,2008
2070,Joe Dirt,27087695.0,30987695.0,16000000.0,Sony Pictures,2001
2071,The Curse of the Jade Scorpion,7496522.0,18496522.0,26000000.0,Dreamworks SKG,2001
2072,Jeepers Creepers,37904175.0,55026845.0,10000000.0,MGM,2001
2073,Johnny English,28013509.0,160323929.0,45000000.0,Universal,2003
2074,Jeepers Creepers II,35623801.0,35623801.0,25000000.0,MGM,2003
2075,The Assassination of Jesse James by the Coward Robert Ford,3909149.0,15001776.0,30000000.0,Warner Bros.,2007
2076,Johnson Family Vacation,31203964.0,31462753.0,12000000.0,Fox Searchlight,2004
2077,Jersey Girl,25266129.0,37066129.0,35000000.0,Miramax,2004
2079,Jindabyne,399879.0,2862544.0,10800000.0,Sony Pictures Classics,2007
2081,Just Like Heaven,48318130.0,100687083.0,58000000.0,Dreamworks SKG,2005
2082,Just My Luck,17326650.0,38326650.0,28000000.0,20th Century Fox,2006
2083,The Messenger: The Story of Joan of Arc,14271297.0,14271297.0,50000000.0,Sony Pictures,1999
2084,The Jungle Book 2,47901582.0,135703599.0,20000000.0,Walt Disney Pictures,2003
2085,Joe Somebody,22770864.0,24515990.0,38000000.0,20th Century Fox,2001
2086,Jonah Hex,10547117.0,10547117.0,47000000.0,Warner Bros.,2010
2087,John Q,71026631.0,102226631.0,36000000.0,New Line,2002
2088,Jonah: A VeggieTales Movie,25571351.0,25606175.0,14000000.0,Artisan,2002
2089,The Joneses,1475746.0,1475746.0,10000000.0,Roadside Attractions,2010
2090,Josie and the Pussycats,14252830.0,14252830.0,22000000.0,Universal,2001
2091,Joy Ride,21973182.0,21973182.0,23000000.0,20th Century Fox,2001
2092,Jerry Maguire,153952592.0,274000000.0,50000000.0,Sony Pictures,1996
2093,Jay and Silent Bob Strike Back,30059386.0,33762400.0,22000000.0,Miramax/Dimension,2001
2094,Jesus' Son,1282084.0,1687548.0,2500000.0,Lionsgate,2000
2095,Being Julia,7739049.0,11039049.0,18000000.0,Sony Pictures,2004
2096,Julie & Julia,94125426.0,126646119.0,40000000.0,Sony Pictures,2009
2097,Jumper,80172128.0,222117068.0,82500000.0,20th Century Fox,2008
2098,Junebug,2678010.0,2678010.0,1000000.0,Sony Pictures Classics,2005
2099,Juno,143495265.0,230327671.0,7000000.0,Fox Searchlight,2007
2100,Jurassic Park 3,181166115.0,365900000.0,93000000.0,Universal,2001
2102,Just Married,56127162.0,56127162.0,19000000.0,20th Century Fox,2003
2103,Juwanna Man,13571817.0,13771817.0,15600000.0,Warner Bros.,2002
2104,Freddy vs. Jason,82622655.0,114326122.0,25000000.0,New Line,2003
2105,K-19: The Widowmaker,35168966.0,65716126.0,90000000.0,Paramount Pictures,2002
2106,Kate and Leopold,47095453.0,70937778.0,48000000.0,Miramax,2001
2107,Kama Sutra,4109095.0,4109095.0,3000000.0,Trimark,1997
2108,Kangaroo Jack,66723216.0,90723216.0,60000000.0,Warner Bros.,2003
2109,Kick-Ass,48071303.0,76252166.0,28000000.0,Lionsgate,2010
2110,The Original Kings of Comedy,38168022.0,38236338.0,3000000.0,Paramount Pictures,2000
2111,Kiss of the Dragon,36833473.0,36833473.0,25000000.0,20th Century Fox,2001
2112,Kung Fu Hustle,17104669.0,101004669.0,20000000.0,Sony Pictures Classics,2005
2113,The Karate Kid,176591618.0,350591618.0,40000000.0,Sony Pictures,2010
2115,Kicking and Screaming,52842724.0,55842724.0,45000000.0,Universal,2005
2116,Kill Bill: Volume 2,66207920.0,150907920.0,55000000.0,Miramax,2004
2117,Kill Bill: Volume 1,70098138.0,180098138.0,55000000.0,Miramax,2003
2118,Kingdom Come,23247539.0,23393939.0,7000000.0,Fox Searchlight,2001
2119,Kingdom of Heaven,47398413.0,211398413.0,110000000.0,20th Century Fox,2005
2120,Kinsey,10214647.0,13000959.0,11000000.0,Fox Searchlight,2004
2121,Kissing Jessica Stein,7025722.0,8915268.0,1500000.0,Fox Searchlight,2002
2122,Kiss the Girls,60527873.0,60527873.0,27000000.0,Paramount Pictures,1997
2123,King Kong,218080025.0,550517357.0,207000000.0,Universal,2005
2124,Knocked Up,148761765.0,218994109.0,27500000.0,Universal,2007
2125,Knight and Day,76373029.0,228937227.0,117000000.0,20th Century Fox,2010
2126,The Kingdom,47467250.0,86509602.0,72500000.0,Universal,2007
2127,Black Knight,33422806.0,33422806.0,35000000.0,20th Century Fox,2001
2128,Knockaround Guys,11660180.0,12419700.0,15000000.0,New Line,2002
2129,Knowing,79957634.0,187858642.0,50000000.0,Summit Entertainment,2009
2130,Knock Off,10319915.0,10319915.0,35000000.0,Sony Pictures,1998
2131,K-PAX,50315140.0,50315140.0,48000000.0,Universal,2001
2132,Christmas with the Kranks,73701902.0,96501902.0,50000000.0,Sony Pictures,2004
2133,King's Ransom,4008527.0,4049527.0,25000000.0,New Line,2005
2134,"Kiss Kiss, Bang Bang",4235837.0,13105837.0,15000000.0,Warner Bros.,2005
2135,A Knight's Tale,56083966.0,56083966.0,41000000.0,Sony Pictures,2001
2136,The Kite Runner,15800078.0,73222245.0,20000000.0,Paramount Vantage,2007
2137,Kundun,5686694.0,5686694.0,28000000.0,Walt Disney Pictures,1997
2138,Kung Pow: Enter the Fist,16033556.0,16033556.0,10000000.0,20th Century Fox,2002
2139,L.A. Confidential,64604977.0,110604977.0,35000000.0,Warner Bros.,1997
2140,Law Abiding Citizen,73357727.0,113190972.0,53000000.0,Overture Films,2009
2141,Ladder 49,74541707.0,102332848.0,60000000.0,Walt Disney Pictures,2004
2142,The Ladykillers,39692139.0,77692139.0,35000000.0,Walt Disney Pictures,2004
2143,Lady in the Water,42285169.0,72785169.0,75000000.0,Warner Bros.,2006
2144,The Lake House,52330111.0,114830111.0,40000000.0,Warner Bros.,2006
2145,Lakeview Terrace,39263506.0,44263506.0,20000000.0,Sony/Screen Gems,2008
2146,The Ladies Man,13592872.0,13719474.0,11000000.0,Paramount Pictures,2000
2147,Land of the Lost,49438370.0,69548641.0,100000000.0,Universal,2009
2148,Changing Lanes,66790248.0,66790248.0,45000000.0,Paramount Pictures,2002
2149,Lars and the Real Girl,5956480.0,10553442.0,12500000.0,MGM,2007
2150,L'auberge espagnole,3895664.0,3895664.0,5900000.0,Fox Searchlight,2003
2151,Laws of Attraction,17848322.0,29948322.0,32000000.0,New Line,2004
2152,Little Black Book,20422207.0,21758371.0,30000000.0,Sony Pictures,2004
2153,Layer Cake,2339957.0,11850214.0,6500000.0,Sony Pictures Classics,2005
2154,Larry the Cable Guy: Health Inspector,15680099.0,15680099.0,17000000.0,Lionsgate,2006
2155,Little Children,5463019.0,14763019.0,14000000.0,New Line,2006
2156,Save the Last Dance,91038276.0,131638276.0,13000000.0,Paramount Pictures,2001
2157,George A. Romero's Land of the Dead,20700082.0,45900082.0,15000000.0,Universal,2005
2158,Left Behind,4221341.0,4221341.0,18500000.0,Cloud Ten Pictures,2001
2159,Legion,40122938.0,64622938.0,26000000.0,Sony Pictures,2010
2160,I am Legend,256393010.0,585055701.0,150000000.0,Warner Bros.,2007
2161,Leatherheads,31373938.0,40830862.0,58000000.0,Universal,2008
2162,Life Before Her Eyes,303439.0,303439.0,12000000.0,Magnolia Pictures,2008
2163,Letters from Iwo Jima,13756082.0,68756082.0,13000000.0,Warner Bros.,2006
2164,"Life, or Something Like It",14448589.0,14448589.0,40000000.0,20th Century Fox,2002
2165,Last Holiday,38399961.0,43343247.0,45000000.0,Paramount Pictures,2006
2166,The Hurricane,50699241.0,73956241.0,38000000.0,Universal,1999
2167,Liar Liar,181410615.0,302710615.0,45000000.0,Universal,1997
2168,Equilibrium,1190018.0,5345869.0,20000000.0,Miramax/Dimension,2002
2169,Chasing Liberty,12189514.0,12291975.0,23000000.0,Warner Bros.,2004
2170,The Libertine,4835065.0,9448623.0,22000000.0,Weinstein Co.,2005
2172,The Life Aquatic with Steve Zissou,24006726.0,34806726.0,50000000.0,Walt Disney Pictures,2004
